"dataset_key","cluster_source","cluster_id","cell_type_label","annotation_status","confidence_score","marker_evidence","reference_source","notes"
"medicago_Seurat","Rank_2nd","14","14","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","15","15","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","16","16","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","17","17","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","18","18","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","2","2","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","3","3","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","4","4","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","5","5","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","6","6","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","7","7","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","8","8","unreviewed",,"","",""
"medicago_Seurat","Rank_2nd","9","9","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","0","0","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","1","1","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","10","10","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","11","11","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","12","12","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","13","13","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","14","14","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","15","15","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","16","16","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","17","17","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","18","18","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","19","19","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","2","2","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","20","20","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","21","21","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","22","22","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","23","23","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","24","24","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","25","25","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","3","3","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","4","4","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","5","5","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","6","6","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","7","7","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","8","8","unreviewed",,"","",""
"medicago_Seurat","Rank_3rd","9","9","unreviewed",,"","",""
